defect_id,bridge_id,inspection_id,defect_type,component,severity,description,quantity,unit,estimated_repair_cost_cny,requires_special_inspection
DEF-BR0354-1,BR0354,INSP-BR0354-2025,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",43.9,location,178541.0,False
DEF-BR0354-2,BR0354,INSP-BR0354-2025,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,12.2,m2,131249.0,False
DEF-BR0355-1,BR0355,INSP-BR0355-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,27.5,m2,148005.0,False
DEF-BR0355-2,BR0355,INSP-BR0355-2025,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",37.5,location,113051.0,False
DEF-BR0355-3,BR0355,INSP-BR0355-2025,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,26.3,point,193232.0,False
DEF-BR0356-1,BR0356,INSP-BR0356-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,52.7,m2,278514.0,False
DEF-BR0356-2,BR0356,INSP-BR0356-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,30.9,point,281769.0,False
DEF-BR0356-3,BR0356,INSP-BR0356-2026,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,25.8,m,101221.0,False
DEF-BR0356-4,BR0356,INSP-BR0356-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,52.3,location,148709.0,False
DEF-BR0356-5,BR0356,INSP-BR0356-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,6.4,point,27095.0,False
DEF-BR0357-1,BR0357,INSP-BR0357-2024,Crack,Superstructure,Moderate,Longitudinal/transverse cracking in girder or slab,55.5,m,30597.0,False
DEF-BR0358-1,BR0358,INSP-BR0358-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",48.9,m2,71736.0,False
DEF-BR0359-1,BR0359,INSP-BR0359-2025,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,54.9,m,45650.0,False
DEF-BR0359-2,BR0359,INSP-BR0359-2025,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",33.3,point,114171.0,False
DEF-BR0360-1,BR0360,INSP-BR0360-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",50.0,point,37748.0,False
DEF-BR0360-2,BR0360,INSP-BR0360-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,40.8,m,67920.0,False
